id,name,partner_id/id,partner_shipping_id/id,date_order,x_studio_x_studio_job_type,x_studio_lead_source,x_studio_workiz_tech,x_studio_workiz_uuid,x_studio_workiz_link,x_studio_x_gate_snapshot,x_studio_pricing_snapshot,x_studio_notes_snapshot,order_line/product_id/name,order_line/name,order_line/price_unit,order_line/product_uom_qty
order_4JHDFF,003578,client_1529,property_33335324,2025-06-27 10:00:00,Outside Windows and Screens,Angi,Dan Saunders,4JHDFF,https://app.workiz.com/root/job/4JHDFF/1,,120.00/65.00 every 3 months Alternating,"[Job Note]: Wet Screen 10:00am start is better

[Info]: Enter the community on 40th Ave. (Do not enter on Madison or Jefferson)

[Comment]: wants pressure wash for 400.00 scheduling next appt",Outside Windows And Screens,,65,1
order_4F1S01,003576,client_1223,property_16766144,2025-07-22 08:00:00,Outside Windows and Screens,Referral,Dan Saunders,4F1S01,https://app.workiz.com/root/job/4F1S01/1,,150.00/75 Every 4 months - Alternating Service,"[Job Note]: Wet Screen this time Colleen 16 panes 3 sliders - wet screen 150 wet - 130 dry

[Info]: John & Sandy King",Outside Windows And Screens,,75,1
order_MI0Y7L,003571,client_1595,property_36901225,2025-09-11 09:30:00,Combination of Services,Thumbtack,Dan Saunders,MI0Y7L,https://app.workiz.com/root/job/MI0Y7L/1,Off Elderodo Dr,250/125 - 200 solar,"[Job Note]: Should give him a 50.00 credit for over charging. Gave him price when I did solar - follow up Service gate is off Eldorado Professional must travel to my address. Number of panels: 31 - 40 panels Last cleaning or inspection: Less than 1 year ago Property type: Residential Building height: Single-level building Zip code: 92210Panels installed less than a year ago. Dates: Sep 27, Sep 28, Sep 29 Available all day Allow pro to suggest other dates",Solar Panel Cleaning - Single Story,,200,1
order_MI0Y7L,003571,client_1595,property_36901225,2025-09-11 09:30:00,Combination of Services,Thumbtack,Dan Saunders,MI0Y7L,https://app.workiz.com/root/job/MI0Y7L/1,Off Elderodo Dr,250/125 - 200 solar,"[Job Note]: Should give him a 50.00 credit for over charging. Gave him price when I did solar - follow up Service gate is off Eldorado Professional must travel to my address. Number of panels: 31 - 40 panels Last cleaning or inspection: Less than 1 year ago Property type: Residential Building height: Single-level building Zip code: 92210Panels installed less than a year ago. Dates: Sep 27, Sep 28, Sep 29 Available all day Allow pro to suggest other dates",Outside Windows And Screens,,125,1
order_0TOHPB,003570,client_1150,property_15814780,2025-10-10 13:00:00,Outside Windows and Screens,Home Advisor,Dan Saunders,0TOHPB,https://app.workiz.com/root/job/0TOHPB/1,8060,100,,Outside Windows And Screens,,100,1
order_ZRCCJS,003569,client_1255,property_36923368,2025-12-05 16:00:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,ZRCCJS,https://app.workiz.com/root/job/ZRCCJS/1,,120.00 Every 3 Months In & Out,[Job Note]: Wants quarterly service,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",120,1
order_ZP1FLD,003568,client_1190,property_16322237,2025-06-20 12:00:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,ZP1FLD,https://app.workiz.com/root/job/ZP1FLD/1,,250,"[Info]: 3 Shower Enclosures included in price. Scrub his outside Windows... too fast last time 5 Medium (25), 1 large (30) 1 small (20), 2 windows Do not schedule in mornings",Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens Plus 3 showers",250,1
order_GFTLAD,003566,client_1625,property_37762464,2025-11-13 13:30:00,Windows Inside & Outside Plus Screens,Angi,Dan Saunders,GFTLAD,https://app.workiz.com/root/job/GFTLAD/1,,85,[Job Note]: Check to see if they need windshield done again this season Back Doors only plus pedestrian door Snowbirds Window Cleaning Location? Home When would you like this request to be completed?? Within 2 weeks Customer did not provide additional comments. Please contact the customer to discuss the details of this project.,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens All back windows",45,1
order_GFTLAD,003566,client_1625,property_37762464,2025-11-13 13:30:00,Windows Inside & Outside Plus Screens,Angi,Dan Saunders,GFTLAD,https://app.workiz.com/root/job/GFTLAD/1,,85,[Job Note]: Check to see if they need windshield done again this season Back Doors only plus pedestrian door Snowbirds Window Cleaning Location? Home When would you like this request to be completed?? Within 2 weeks Customer did not provide additional comments. Please contact the customer to discuss the details of this project.,Outside Windows And Screens,,85,1
order_INNAD2,003565,client_1746,property_46607134,2025-04-02 08:30:00,Combination of Services,Thumbtack,Dan Saunders,INNAD2,https://app.workiz.com/root/job/INNAD2/1,0733#,"220 Solar, 580 Window inside & outside",[Job Note]: 580.00 4.00/panel Waiting on her to schedule once she gets window handles,Solar Panel Cleaning - Single Story,,220,1
