id,name,partner_id/id,partner_shipping_id/id,date_order,x_studio_x_studio_job_type,x_studio_lead_source,x_studio_workiz_tech,x_studio_workiz_uuid,x_studio_workiz_link,x_studio_x_gate_snapshot,x_studio_pricing_snapshot,x_studio_notes_snapshot,order_line/product_id/name,order_line/name,order_line/price_unit,order_line/product_uom_qty
order_DREFRY,000655,client_1265,property_17501461,2021-06-16 09:00:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,DREFRY,https://app.workiz.com/root/job/DREFRY/1,,95,[Job Note]: Dry Screen,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",95,1
order_U0TO19,000654,client_1264,property_17485384,2021-06-14 08:00:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,U0TO19,https://app.workiz.com/root/job/U0TO19/1,,130.00 Every 5 Months ???,[Job Note]: Only Certain Windows. He paid $115.00 usually.,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens Only Certain Windows",130,1
order_HIB0Y8,000653,client_1263,property_17485347,2021-06-21 08:00:00,Solar Panel Cleaning,Herald,Dan Saunders,HIB0Y8,https://app.workiz.com/root/job/HIB0Y8/1,,,"[Job Note]: 5.00/Panel X 16 Panels Del Web Hemet Quoted 75 pw, 130 i&o, 75 out only",Solar Panel Cleaning - Single Story,Oo8,5,16
order_Q16WC8,000651,client_1048,property_11407254,2021-11-11 08:00:00,Windows Inside & Outside Plus Screens,Referral,Dan Saunders,Q16WC8,https://app.workiz.com/root/job/Q16WC8/1,,150.00 Every 5 Months,[Info]: 150.00 Wet Screen,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, WET brush screens",150,1
order_Q16WC8,000651,client_1048,property_11407254,2021-11-11 08:00:00,Windows Inside & Outside Plus Screens,Referral,Dan Saunders,Q16WC8,https://app.workiz.com/root/job/Q16WC8/1,,150.00 Every 5 Months,[Info]: 150.00 Wet Screen,Solar Panel Cleaning - Single Story,,5,27
order_4URA8S,000650,client_1255,property_17378765,2021-10-01 16:30:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,4URA8S,https://app.workiz.com/root/job/4URA8S/1,,125.00 Every 3 Months In & Out,[Job Note]: Husband is Steve Wants quarterly service,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",120,1
order_JO04N8,000648,client_1262,property_17447111,2021-11-24 12:00:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,JO04N8,https://app.workiz.com/root/job/JO04N8/1,,,"[Job Note]: Lead Fee: $19.87 Consumer Comments: 7 sliding doors, 3 large picture windows ,2 small windows on either side of the door . How Cleaned: Outside Only no screens

[Comment]: Lots of large window and lots of sliders. Try to get 200.00, should be closer to 240.00 actually. ,Client messaged on June 8th. Needs a month or so and will call.,Contact her and set up an appointment for early July",Outside Windows And Screens,"No Screens, 7 Sliders, 3 Picture Windows & 2 small windows.",175,1
order_3B1I1F,000647,client_1261,property_17444630,2021-06-14 11:30:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,3B1I1F,https://app.workiz.com/root/job/3B1I1F/1,,175.00 Every 6 months,[Job Note]: 175,Windows In & Out - Full Servicee,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",175,1
order_CTURXM,000646,client_1260,property_17444259,2021-06-10 09:00:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,CTURXM,https://app.workiz.com/root/job/CTURXM/1,,,"[Info]: 2 story 28 Panes Upstairs, 19 Panes Downstairs, 1 Slider",Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",325,1
order_CTURXM,000646,client_1260,property_17444259,2021-06-10 09:00:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,CTURXM,https://app.workiz.com/root/job/CTURXM/1,,,"[Info]: 2 story 28 Panes Upstairs, 19 Panes Downstairs, 1 Slider",Solar Panel Cleaning - Single Story,,5,7
