id,name,partner_id/id,partner_shipping_id/id,date_order,x_studio_x_studio_job_type,x_studio_lead_source,x_studio_workiz_tech,x_studio_workiz_uuid,x_studio_workiz_link,x_studio_x_gate_snapshot,x_studio_pricing_snapshot,x_studio_notes_snapshot,order_line/product_id/name,order_line/name,order_line/price_unit,order_line/product_uom_qty
order_JEKY0W,001352,client_1270,property_17616600,2022-11-11 08:30:00,Combination of Services,Thumbtack,Dan Saunders,JEKY0W,https://app.workiz.com/root/job/JEKY0W/1,,26 x 6/panel,"[Job Note]: #202 #202 call button Partner is Robert Chaigres

[Info]: Every 4 months Solar, Every 6 months windows

[Comment]: NOV and April for windows",Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",200,1
order_994USB,001350,client_1198,property_16464511,2022-11-16 08:30:00,Outside Windows and Screens,Herald,Dan Saunders,994USB,https://app.workiz.com/root/job/994USB/1,,$135/70 Every 4 months Alternating,,Outside Windows And Screens,,70,1
order_HPWGQU,001349,client_1373,property_23346922,2022-06-24 11:00:00,Screen(s) - New,Home Advisor,Dan Saunders,HPWGQU,https://app.workiz.com/root/job/HPWGQU/1,,,,Screen Doors,Including Track,350,1
order_8YDE98,001348,client_1065,property_12019060,2022-11-01 09:00:00,Windows Inside & Outside Plus Screens,NextDoor App,Dan Saunders,8YDE98,https://app.workiz.com/root/job/8YDE98/1,,140.00 Every 6 Months In & Out,[Job Note]: Bring Big Pole for inside and outside back windows $75.00 outside $140.00 In & Out every 6 months Includes garage Windows 15.00 for master bath mirror,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",140,1
order_RCM7C9,001347,client_1172,property_16060828,2022-07-15 10:30:00,Touch up,Home Advisor,Dan Saunders,RCM7C9,https://app.workiz.com/root/job/RCM7C9/1,,175.00/75,"[Job Note]: 175.00 for 30 panes plus shower

[Info]: She said she usually gets windows cleaned every 6 months or so",Shower Glass,Complete clean of shower in Casita,50,1
order_LMQ48H,001341,client_1043,property_11384483,2022-09-28 10:00:00,Outside Windows and Screens,Repeat Client,Dan Saunders,LMQ48H,https://app.workiz.com/root/job/LMQ48H/1,,$120/$60 Every 3 Months Alternating,[Job Note]: Every 3months $120.00/$60.00 This time in & out only Her Cell (951) 818-1008 His Cell (951) 818-2658 Dry Brush Screens Vacuum Tracks Old Address: 7895 Rawls Drive H.F.S.,Outside Windows And Screens,,60,1
order_E6AX08,001340,client_1079,property_12445030,2022-10-26 09:00:00,Windows Inside & Outside Plus Screens,Referral,Dan Saunders,E6AX08,https://app.workiz.com/root/job/E6AX08/1,,150.00 Every 4 Months,[Job Note]: Referral by Jean Firanz Increased to $150.00 including Garage Door Every 4 Months,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",150,1
order_E6AX08,001340,client_1079,property_12445030,2022-10-26 09:00:00,Windows Inside & Outside Plus Screens,Referral,Dan Saunders,E6AX08,https://app.workiz.com/root/job/E6AX08/1,,150.00 Every 4 Months,[Job Note]: Referral by Jean Firanz Increased to $150.00 including Garage Door Every 4 Months,Tip,,10,1
order_604J1F,001336,client_1397,property_25618338,2022-06-29 09:00:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,604J1F,https://app.workiz.com/root/job/604J1F/1,,,"[Job Note]: Quote -425.00 total - Did not get

[Info]: 1879 sq ft 3 bed, 1 bath Built 1930/50

[Comment]: $425.00 total - ok to use spray away can 22 panes / 161 French panes 22 x 5 = 110.00 161 x 1.50 = 241.00 Extra Scrub = 75.00 Total: $425.00 Windows don't open, so no vacum, just wipe sills. He uses Spray Away can and a hard water stain remover Inside looks old and difficult to get to",Legacy Service,,0.0,1
order_YBWRY6,001333,client_1396,property_25581528,2022-06-29 12:00:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,YBWRY6,https://app.workiz.com/root/job/YBWRY6/1,,150,"[Job Note]: 20 Panes, 2 Sliders, Screens

[Comment]: Tip 150.00 - Ver Generous",Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",150,1
