id,name,partner_id/id,partner_shipping_id/id,date_order,x_studio_x_studio_job_type,x_studio_lead_source,x_studio_workiz_tech,x_studio_workiz_uuid,x_studio_workiz_link,x_studio_x_gate_snapshot,x_studio_pricing_snapshot,x_studio_notes_snapshot,order_line/product_id/name,order_line/name,order_line/price_unit,order_line/product_uom_qty
order_D9JSU6,003016,client_1128,property_32848386,2024-12-10 10:30:00,Outside Windows and Screens,Referral,Dan Saunders,D9JSU6,https://app.workiz.com/root/job/D9JSU6/1,,Every 4 months - $140.00 In & Out $70.00 Out Only 6.00/Panel Solar $2.00/Wet Screen,"[Job Note]: From Caroline Ashford Every 4 months - Alternating Wants screens redone, damaged ones 140.00 In & Out $70.00 Out Only 6.00/Panel Solar $2.00/Wet Screen",Outside Windows And Screens,,70,1
order_WPP9PZ,003013,client_1043,property_11384483,2025-01-07 15:30:00,Windows Inside & Outside Plus Screens,Repeat Client,Dan Saunders,WPP9PZ,https://app.workiz.com/root/job/WPP9PZ/1,,125.00/65.00 Every 3 months,[Job Note]: Every 3months $120.00/$60.00 This time in & out only Her Cell (951) 818-1008 His Cell (951) 818-2658 Dry Brush Screens Vacuum Tracks Old Address: 7895 Rawls Drive H.F.S.,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",125,1
order_PNJWDL,003011,client_1718,property_44213920,2024-08-14 12:00:00,Windows Inside & Outside Plus Screens,Referral,Dan Saunders,PNJWDL,https://app.workiz.com/root/job/PNJWDL/1,,140,"[Job Note]: Bobbie Davis

[Comment]: House on Market,Voicemail: ""uh yes uh my name is Bob Fussell and I'd like to see about uh getting somebody to clean some windows so if you could call me back 951 388 7641 thank you """,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",140,1
order_YXZWJ9,003010,client_1387,property_24758419,2024-08-13 11:30:00,Windows Inside & Outside Plus Screens,Magnet/Drive By,Dan Saunders,YXZWJ9,https://app.workiz.com/root/job/YXZWJ9/1,,135 - inc 10% discount - $150 normally,,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",150,1
order_YXZWJ9,003010,client_1387,property_24758419,2024-08-13 11:30:00,Windows Inside & Outside Plus Screens,Magnet/Drive By,Dan Saunders,YXZWJ9,https://app.workiz.com/root/job/YXZWJ9/1,,135 - inc 10% discount - $150 normally,,Discount,10% Discount,-15,1
order_0P7372,003009,client_1717,property_44213668,2024-08-13 09:00:00,Solar Panel Cleaning,Magnet/Drive By,Dan Saunders,0P7372,https://app.workiz.com/root/job/0P7372/1,,5.00/Panel,,Solar Panel Cleaning - Single Story,,5,20
order_IJ0MDJ,003008,client_1432,property_28873424,2024-09-11 08:30:00,Windows Inside & Outside Plus Screens,Home Advisor,Dan Saunders,IJ0MDJ,https://app.workiz.com/root/job/IJ0MDJ/1,,190.00 increase to 200.00,[Job Note]: Window Cleaning Location? Home/Residence Request Stage? Ready to Hire Desired Completion Date? Timing is flexible Customer did not provide additional comments. Please contact the customer to discuss the details of this project.,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",200,1
order_LBC0LX,003004,client_1547,property_34315428,2024-09-13 12:30:00,Windows Inside & Outside Plus Screens,Thumbtack,Dan Saunders,LBC0LX,https://app.workiz.com/root/job/LBC0LX/1,291 or #5877,100,"[Job Note]: try red pole on front windows from the bridge Clean windows from inside. Use spray for front windows Professional must travel to my address. Building height: Two-story building Additional window cleaning services: Clean interior of windows, Clean window screens and tracks Types of windows: Windows with grids, Sliding glass doors, Other, two interior vanity mirrors 46x48inches Number of windows: 6 - 10 windows Zip code: 92262I have six panels in three windows and two panels in sliding doors all with screens and tracks that need to be cleaned, plus two interior vanity mirrors (app 42x48 inches each). I'm in a second floor condominium. Jun 29 at 8:00 - 11:00 AM",Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",100,1
order_LBC0LX,003004,client_1547,property_34315428,2024-09-13 12:30:00,Windows Inside & Outside Plus Screens,Thumbtack,Dan Saunders,LBC0LX,https://app.workiz.com/root/job/LBC0LX/1,291 or #5877,100,"[Job Note]: try red pole on front windows from the bridge Clean windows from inside. Use spray for front windows Professional must travel to my address. Building height: Two-story building Additional window cleaning services: Clean interior of windows, Clean window screens and tracks Types of windows: Windows with grids, Sliding glass doors, Other, two interior vanity mirrors 46x48inches Number of windows: 6 - 10 windows Zip code: 92262I have six panels in three windows and two panels in sliding doors all with screens and tracks that need to be cleaned, plus two interior vanity mirrors (app 42x48 inches each). I'm in a second floor condominium. Jun 29 at 8:00 - 11:00 AM",Tip,,15,1
order_GP157S,003003,client_1584,property_35324376,2025-02-19 12:00:00,Outside Windows and Screens,Referral,Dan Saunders,GP157S,https://app.workiz.com/root/job/GP157S/1,,,"[Job Note]: Sober Living From Danny 2 houses - outside only $3.00/pane, plus $15.00/Slider",Outside Windows And Screens,,140,1
order_GP157S,003003,client_1584,property_35324376,2025-02-19 12:00:00,Outside Windows and Screens,Referral,Dan Saunders,GP157S,https://app.workiz.com/root/job/GP157S/1,,,"[Job Note]: Sober Living From Danny 2 houses - outside only $3.00/pane, plus $15.00/Slider",Mirrors Cleaned,"2 bedroom wardrobe, 2 bath mirrors",45,1
order_ORUHL7,003002,client_1435,property_29401544,2024-12-10 09:30:00,Windows Inside & Outside Plus Screens,Referral,Dan Saunders,ORUHL7,https://app.workiz.com/root/job/ORUHL7/1,,140/80 every 6 months- Alternating,,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",140,1
order_CF866Z,003001,client_1158,property_36923460,2024-08-14 11:00:00,Windows Inside & Outside Plus Screens,EDDM,Dan Saunders,CF866Z,https://app.workiz.com/root/job/CF866Z/1,,145/75,"[Job Note]: $145.00/$75 35 panels @ 5.00 = 175.00

[Info]: Mastercard should be default card",Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",145,1
order_9AON01,002998,client_1695,property_43055954,2025-02-26 14:30:00,Combination of Services,,Dan Saunders,9AON01,https://app.workiz.com/root/job/9AON01/1,,75,"[Job Note]: In & Out and Solar

[Comment]: solar next appointment ,Try morning",Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",150,1
order_T8GUU1,002997,client_1501,property_32600077,2025-05-20 13:00:00,Windows Inside & Outside Plus Screens,Referral,Dan Saunders,T8GUU1,https://app.workiz.com/root/job/T8GUU1/1,,140/75,[Job Note]: Trish Maybe ask about outside only this time Invitational II,Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",145,1
order_HJWSCY,002995,client_1461,property_30788922,2024-08-08 08:00:00,Solar Panel Cleaning,Thumbtack,Dan Saunders,HJWSCY,https://app.workiz.com/root/job/HJWSCY/1,,$160.00 Solar -  $260/$130 windows,[Job Note]: 32 panels Solar & Outside windows (est on site),Solar Panel Cleaning - Single Story,,160,1
order_CJ6SLQ,002992,client_1015,property_30909933,2025-04-23 10:00:00,Windows Inside & Outside Plus Screens,Ryan Fewster,Dan Saunders,CJ6SLQ,https://app.workiz.com/root/job/CJ6SLQ/1,,140 every 3 months,"[Job Note]: Bath mirrors Every 3months Always In $130.00 Her Cell (951) 692-0036 Hm (951) 926-1868 Email cwmw430@yahoo.com (mailto:cwmw430@yahoo.com) Plus both bathroom mirrors included each time Dry Brush Screens Vacuum Tracks Last done 12/6/19 2 husband's passed Resident since 2005 Lived in Glendora

[Info]: Do screens on Sun side",Windows In & Out - Full Service,"Includes: Inside - Vacuuming tracks on the inside, clean windows Outside - Brush Tracks & Frames, clean windows, dry brush screens",150,1
